Ariana Grande - 7 rings,140.625,0.4239664077758789,0.16896282136440277,2701.732072699717,3285.2899103965406,6115.878731612345,0.04760585858631382
"Ariana Grande, Doja Cat - motive (with Doja Cat)",117.1875,0.48899996280670166,0.2563321590423584,3067.254300091087,3439.4344585651434,6702.4991912321675,0.056347076797437196
Arizona Zervas - ROXANNE,117.1875,0.4729090631008148,0.2503665089607239,2540.9897130873846,2891.256161607448,5131.379466800176,0.04658571039528443
Ava Max - Kings & Queens,130.8139534883721,0.4731587767601013,0.2957896590232849,3364.7573619012246,3853.289668059509,7505.385205924856,0.060682640536734764
"Bad Bunny, Jhayco - DÁKITI",110.29411764705883,0.45771053433418274,0.11937332153320312,1969.2591850911124,2759.641231659514,4353.429148384524,0.03216910619016753
Billie Eilish - Therefore I Am,93.96306818181819,0.5183703303337097,0.1461104452610016,2042.800707545515,2815.8891072550496,4410.055026788055,0.03435041242499709
BØRNS - Electric Love,120.18531976744185,0.4382989704608917,0.17475271224975586,2224.992608976501,2676.051210506414,4669.930653435972,0.049804379484702725
"Cardi B, Megan Thee Stallion - WAP (feat. Megan Thee Stallion)",133.92857142857142,0.5437591671943665,0.2220800668001175,3075.8269536217667,3412.627513159593,6304.833917821445,0.05860789263048046
"Clean Bandit, Mabel, 24kGoldn - Tick Tock (feat. 24kGoldn)",100.44642857142857,0.4053727090358734,0.2009667009115219,3439.7515253176707,3626.2145930399533,7564.094137996055,0.07164113719105361
"CORPSE, Savage Ga$p - E-GIRLS ARE RUINING MY LIFE!",112.34714673913044,0.6775507926940918,0.3236548602581024,3137.074938360147,3586.9593899821502,7151.855441835589,0.06491799071215963
Dennis Day - Clancy Lowered the Boom,127.8409090909091,0.4169894754886627,0.0651806965470314,2936.486456824527,3356.667374139804,5914.245406882162,0.06114525956199604
"DJ Khaled, Drake - GREECE (feat. Drake)",170.45454545454547,0.4869163930416107,0.19448642432689667,2089.569990932137,2819.996232365123,4329.630205803788,0.030693966465820788
Don Toliver - After Party,108.17307692307692,0.5923060178756714,0.2939560115337372,2327.4145349192254,3150.5987074067452,5101.257897828295,0.03322287577192342
"Drake, Lil Durk - Laugh Now Cry Later (feat. Lil Durk)",133.92857142857142,0.4904065430164337,0.12103157490491867,1950.4963412958061,2348.2847994546146,3950.8731812871706,0.0402649496203271
Farruko - La Tóxica,122.28260869565217,0.42906683683395386,0.17960268259048462,3144.3728308669915,3629.587637746732,6975.684198039624,0.05329905572383131
Fousheé - Deep End,126.04801829268293,0.440226286649704,0.07688385993242264,2744.2505279863067,3263.1360323567374,5836.585296388491,0.06169956082680272
Frank Parker - Danny Boy,123.046875,0.3292936384677887,0.1288980096578598,1541.608167667616,2061.298270296637,2776.610655992592,0.03800036883603295
Imagine Dragons - Believer,125.0,0.4529693126678467,0.21052250266075134,2761.075730208104,3177.91510700137,5782.115874833752,0.05153807270885671
"Internet Money, Gunna, Don Toliver, NAV - Lemonade",140.625,0.4665413796901703,0.22923387587070465,2734.983030166364,3228.965057132806,5798.903474962999,0.04831002173778984
J Balvin - Azul,125.0,0.4559028744697571,0.13165776431560516,2933.0736193948687,3406.359333219863,6189.517993282005,0.057996322951263085
"J Balvin, Dua Lipa, Bad Bunny, Tainy - UN DIA (ONE DAY) (Feat. Tainy)",112.5,0.5288867950439453,0.13036774098873138,3195.25457400052,3706.568226125271,7435.796146207073,0.0524939467473945
Jack Harlow - Tyler Herro,122.28260869565217,0.46937161684036255,0.11304789036512375,3091.0134374986387,3364.610784953021,6137.583715290139,0.06743536632624303
"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne - WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",144.23076923076923,0.47502967715263367,0.14796510338783264,4535.152806194338,3960.7282233316682,8859.29922866982,0.10482759917625217
James Arthur - Say You Won't Let Go,127.8409090909091,0.3826366364955902,0.17500583827495575,2280.4558179137466,3147.568850098151,4793.967011692059,0.04022172619989118
James Arthur - Train Wreck,148.02631578947367,0.3785678446292877,0.06553052365779877,2416.616989904464,3125.0460334876557,4936.1792095501805,0.04377146386519774
Jason Derulo - Take You Dancing,112.34714673913044,0.4526282250881195,0.24135041236877441,3371.756305411682,3555.5865756965823,7351.781049160522,0.07181306893398053
"Jawsh 685, Jason Derulo, BTS - Savage Love (Laxed – Siren Beat) [BTS Remix]",148.02631578947367,0.39281201362609863,0.202183797955513,3335.019216452316,3538.195383894941,7084.267250691324,0.07041013937197546
"Joel Corry, MNEK - Head & Heart (feat. MNEK)",123.046875,0.4566951394081116,0.2859569191932678,3509.181235860739,3624.5373747816216,7422.064155396647,0.0780950583844625
"JP Saxe, Julia Michaels - If the World Was Ending (feat. Julia Michaels)",127.8409090909091,0.43767663836479187,0.1542796790599823,2175.315820875433,2876.026983764931,4623.336003556569,0.040815161660347606
Juice WRLD - All Girls Are The Same,160.71428571428572,0.5300424098968506,0.1491803228855133,1899.3116413912883,2714.140443964414,3813.8659109477126,0.029312861453416245
Juice WRLD - Robbery,106.13207547169812,0.39261338114738464,0.26365622878074646,2506.3040147159945,2920.5020045105143,5182.8042133176195,0.04864141089207671
"Justin Bieber, benny blanco - Lonely (with benny blanco)",144.23076923076923,0.3828619122505188,0.2646781802177429,1497.2516070926401,2141.2926945342842,3157.3719546191796,0.02660045506479354
"Justin Bieber, Chance the Rapper - Holy (feat. Chance The Rapper)",125.0,0.5440409183502197,0.09109783917665482,2485.6621090018753,3373.9097753581937,5457.456087828403,0.038956512539375834
"Kane Brown, Swae Lee, Khalid - Be Like That - feat. Swae Lee & Khalid",117.1875,0.5120983719825745,0.25196754932403564,2538.2275319172686,3249.9697061358606,5527.8812433766525,0.03774719902113894
"KAROL G, Nicki Minaj - Tusa",133.92857142857142,0.41227391362190247,0.2779364287853241,2175.1323588690843,2726.2713223450482,4261.537235086343,0.04260168310112507
KHP Kridhamardawa Karaton Ngayogyakarta Hadiningrat - Gati Bali,114.84375,0.3389042913913727,0.09399151057004929,1092.2599276088072,1304.4110903922146,1855.4854129816677,0.03315224843579505
KHP Kridhamardawa Karaton Ngayogyakarta Hadiningrat - Gati Mardika,119.68085106382979,0.4238385558128357,0.1056990772485733,1568.0582413015643,1848.496759209388,3092.7103441642594,0.035546305498933554
Mariah Carey - All I Want for Christmas Is You,147.65625,0.35931339859962463,0.1531485617160797,3546.7162421550283,3646.1133819301394,7951.0567876344085,0.08867880544354839
"Master KG, Nomcebo Zikode - Jerusalema (feat. Nomcebo Zikode)",123.046875,0.5130544900894165,0.23603151738643646,3054.7093464947643,3851.9952269241844,7225.419087088107,0.0494625942377687
"Ozuna, Camilo - Despeinada",165.44117647058823,0.4798172414302826,0.2150416225194931,2644.6157796753405,3271.968998994214,5673.345213456073,0.04763462235239301
Phil Regan - When Irish Eyes Are Smiling,126.04801829268293,0.3031832277774811,0.12861500680446625,1505.0748862237674,1824.0295299432116,2814.899073125958,0.041746669662755066
Polo G - Martin & Gina,110.29411764705883,0.46558672189712524,0.21895518898963928,2369.5089249475764,2834.045882421039,4839.2285693112,0.04242167709793036
Pop Smoke - What You Know Bout Love,112.5,0.500739574432373,0.21700645983219147,2852.169447683752,3076.0962560310636,5931.986254989546,0.0591715634008902
"Pop Smoke, 50 Cent, Roddy Ricch - The Woo (feat. 50 Cent & Roddy Ricch)",133.92857142857142,0.5331571102142334,0.3230215311050415,2774.3324109325767,3359.137361715736,6182.917015597194,0.043356875580642204
"Post Malone, 21 Savage - rockstar (feat. 21 Savage)",160.71428571428572,0.5323888063430786,0.22741778194904327,1727.4142879734366,2413.4515124150644,3591.52194225172,0.026094063519800672
Regard - Ride It,117.45383522727273,0.5403225421905518,0.24575366079807281,2683.1205887246315,3194.8201157715357,5993.09383680125,0.049038128805304795
Ritt Momney - Put Your Records On,122.28260869565217,0.4510623812675476,0.12641513347625732,2084.81910816754,2655.433299377209,4315.163815598724,0.03864479230845897
"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko - Relación - Remix",114.79591836734694,0.4449031949043274,0.23161953687667847,3181.7030238576476,3542.0757473470762,6913.548445167485,0.05557690737011948
"Sech, J Balvin - La Luz",127.8409090909091,0.42158374190330505,0.1865374743938446,2424.585930831173,3017.6111470183064,5157.825515124945,0.04396313337420539
Shawn Mendes - Wonder,139.6748310810811,0.47440820932388306,0.11954338103532791,1873.4125169078104,2478.0307313925355,3797.4089493084552,0.03600017708022666
"Shawn Mendes, Justin Bieber - Monster (Shawn Mendes & Justin Bieber)",144.23076923076923,0.4613766372203827,0.21905377507209778,2882.599211094181,3368.2759168269718,6427.785515826836,0.04989853091724369
"Super Yei, Sammy, Jone Quest, Towy, Osquel, Beltito, Sammy & Falsetto - Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",165.44117647058823,0.42238008975982666,0.2299785166978836,2633.64377274586,3086.798240416195,5438.405722940887,0.04514682657964222
"Tainy, J Balvin - Agua (with J Balvin) - Music From #Sponge On The Run# Movie",100.44642857142857,0.4399928152561188,0.2222398817539215,2485.6302889028757,3089.9361846684887,5388.082934874713,0.042755433569634425
Tate McRae - you broke me first,123.046875,0.44107335805892944,0.18067537248134613,1830.6351338054983,2575.9585641802723,3846.927738682671,0.03141517226376732
The Neighbourhood - Daddy Issues,84.72079918032787,0.5351897478103638,0.16205130517482758,1693.8855058554857,2400.1917507787666,3516.630297125708,0.02919266941626029
The Weeknd - Blinding Lights,114.84375,0.5222220420837402,0.2015123814344406,2128.2740186045335,2619.608906981884,4442.715768628133,0.041664313451994076
Tiësto - The Business,120.18531976744185,0.49364086985588074,0.18429216742515564,1903.5692909255747,2482.772742410519,3758.491354158792,0.037806139202827334
"Topic, A7S - Breaking Me",122.28260869565217,0.48435139656066895,0.2520177364349365,2904.543652929639,3403.3580960541667,6621.603130016051,0.05013167134831461
Travis Scott - HIGHEST IN THE ROOM,152.02702702702703,0.5468220114707947,0.2088887095451355,2191.537937613675,2910.6456565728795,4978.636635878736,0.030702449316688765
